Rank,Game,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,date,Avg_players,Gain_players,Peak_players,avg_peak_perc_players
117,Stardew Valley,2018,607919,57228,9503,146,9631,818,77,10.62,2018-07-01,16584.14,-778.28,24692,67.164%
119,Oxygen Not Included,2018,598419,17722,7834,46,1868,805,23,33.77,2018-07-01,4200.89,-294.38,7363,57.0541%
125,Tricky Towers,2018,550660,1610,28875,11,779,741,2,342.02,2018-07-01,187.92,31.74,493,38.1176%
130,7 Days to Die,2018,505738,48797,3218,122,5186,680,65,10.36,2018-07-01,7098.38,476.11,11791,60.2017%
132,Russian Fishing 4,2018,498546,28636,4836,78,1418,670,38,17.41,2018-07-01,1475.54,-6.38,2907,50.7582%
135,Hollow Knight,2018,456685,27448,11241,81,4225,614,36,16.64,2018-07-01,2708.69,1143.6,4776,56.7146%
139,Planet Coaster,2018,431870,10224,6493,41,1913,581,13,42.24,2018-07-01,2818.25,729.37,5403,52.1608%
140,Jurassic World Evolution,2018,431453,31833,6234,143,5731,580,42,13.55,2018-07-01,4311.97,-16256.42,13270,32.4941%
142,Subnautica,2018,421860,22716,6648,62,3462,567,30,18.57,2018-07-01,3841.05,-698.23,6579,58.3835%
146,Kingdom Come: Deliverance,2018,410838,16413,19574,79,2242,552,22,25.03,2018-07-01,4455.45,2005.66,12076,36.8951%
149,Tabletop Simulator,2018,397109,6686,11814,35,1890,534,8,59.39,2018-07-01,2059.96,366.86,4045,50.9261%
150,Beat Saber,2018,396735,22830,10577,66,5271,533,30,17.38,2018-07-01,942.23,26.55,1493,63.1098%
152,Friday the 13th: The Game,2018,384676,18673,46230,208,4556,517,25,20.6,2018-07-01,462.64,-131.77,948,48.8017%
155,Bully: Scholarship Edition,2018,381789,1157,23781,12,309,513,1,329.98,2018-07-01,125.61,28.5,240,52.3375%
158,Borderlands 2,2018,374668,35198,3681,106,6670,504,47,10.64,2018-07-01,8850.57,-580.21,14474,61.1481%
161,Garry's Mod,2018,357224,26310,40397,82,7423,480,35,13.58,2018-07-01,34369.55,4277.75,52636,65.2967%
164,Factorio,2018,336753,18376,7629,54,1934,453,24,18.33,2018-07-01,6985.48,-353.78,11601,60.2145%
165,Infestation: The New Z,2018,334521,13167,7426,39,939,450,17,25.41,2018-07-01,1217.69,-107.74,1805,67.462%
168,Hearts of Iron IV,2018,323411,10356,9625,40,1608,435,13,31.23,2018-07-01,15049.2,1203.0,23800,63.2319%
171,Dying Light,2018,317126,24752,21906,73,5608,426,33,12.81,2018-07-01,6041.73,-2460.5,14598,41.3874%
175,House Flipper,2018,307142,12257,7541,45,3044,413,16,25.06,2018-07-01,2612.88,-733.05,5461,47.8462%
176,Celeste,2018,305307,11888,16584,40,1832,410,16,25.68,2018-07-01,365.54,153.8,683,53.5198%
177,Raft,2018,301650,15431,9164,57,3858,405,20,19.55,2018-07-01,2057.19,-3785.87,3687,55.7958%
178,Golf It!,2018,300038,4307,39468,25,1925,403,5,69.66,2018-07-01,423.36,82.39,1097,38.5925%
179,The Evil Within,2018,297137,7628,8258,26,1417,399,10,38.95,2018-07-01,201.99,45.79,394,51.2665%
180,Outlast 2,2018,295960,8842,31177,36,2966,398,11,33.47,2018-07-01,117.19,17.86,244,48.0287%
181,Football Manager 2018,2018,290475,13711,4243,46,1292,390,18,21.19,2018-07-01,40733.44,4900.37,67524,60.3244%
186,Cuphead,2018,281690,13779,13372,43,4657,379,18,20.44,2018-07-01,853.19,9.37,1552,54.9736%
187,Space Engineers,2018,280157,10003,6046,49,1388,377,13,28.01,2018-07-01,4273.56,1769.9,10788,39.614%
189,Don't Starve Together,2018,279468,19764,13558,58,3838,376,26,14.14,2018-07-01,8837.0,-1958.28,17748,49.7915%
190,Metin2,2018,272307,13499,2368,53,1262,366,18,20.17,2018-07-01,849.08,65.03,1454,58.3961%
194,Dead Cells,2018,258311,10017,8588,32,2571,347,13,25.79,2018-07-01,1735.69,-32.48,3625,47.8811%
195,Europa Universalis IV,2018,256293,9712,2734,35,979,344,13,26.39,2018-07-01,11197.36,4.55,18846,59.415%
3,Dota 2,2018,69776434,439437,749471,1102,36075,93911,591,158.79,2018-08-01,476101.08,34386.73,829281,57.4113%
7,PLAYERUNKNOWN'S BATTLEGROUNDS,2018,35480394,1356731,143941,2918,137405,47752,1826,26.15,2018-08-01,619320.48,-69299.93,1260894,49.1176%
9,Counter-Strike: Global Offensive,2018,21697899,760366,187317,1846,121482,29203,1023,28.54,2018-08-01,283531.31,10224.05,454370,62.401%
10,Grand Theft Auto V,2018,15273574,460256,60680,1214,70607,20556,619,33.18,2018-08-01,68312.15,-12083.19,123556,55.2884%
11,Tom Clancy's Rainbow Six Siege,2018,14177937,821421,211067,2018,142627,19082,1105,17.26,2018-08-01,73816.38,5575.38,134159,55.0216%
12,Monster Hunter: World,2018,11430300,672519,128595,5262,66815,15383,905,17.0,2018-08-01,188291.24,-37580.135,329333,57.1735%
13,Dead by Daylight,2018,10187588,556829,146848,1453,82430,13711,749,18.3,2018-08-01,19526.24,-2622.7,36374,53.6819%
23,Street Fighter V,2018,5226447,42173,194902,195,5754,7034,56,123.93,2018-08-01,1872.78,541.25,5214,35.9183%
29,Rocket League,2018,3884332,237630,58691,536,63782,5227,319,16.35,2018-08-01,30807.02,-5816.5,55817,55.1929%
30,No Man's Sky,2018,3839979,176984,37987,850,24967,5168,238,21.7,2018-08-01,28083.0,13528.81,83156,33.7715%
31,Graveyard Keeper,2018,3748409,53203,48576,248,6063,5044,71,70.45,2018-08-01,7900.59,-1747.19,16973,46.548%
34,Call of Duty: WWII,2018,3299907,80839,148960,290,37006,4441,108,40.82,2018-08-01,327.31,-53.51,673,48.6345%
36,Warframe,2018,2946575,218361,72775,551,25573,3965,293,13.49,2018-08-01,68891.69,-7703.22,107100,64.3246%
37,Path of Exile,2018,2920852,84838,66801,1616,7826,3931,114,34.43,2018-08-01,13004.31,-6981.37,75364,17.2553%
39,We Happy Few,2018,2641602,45634,46964,306,7679,3555,61,57.89,2018-08-01,834.99,803.48,3498,23.8705%
41,Dead Cells,2018,2448849,70860,42483,342,14910,3295,95,34.56,2018-08-01,4437.74,2702.05,10344,42.9016%
43,Black Desert Online,2018,2306140,113537,14794,232,8320,3103,152,20.31,2018-08-01,10879.53,-3284.83,15640,69.5622%
46,Rust,2018,1912930,89919,24740,344,9678,2574,121,21.27,2018-08-01,31488.28,-5170.92,53885,58.4361%
47,ARK: Survival Evolved,2018,1859426,115454,27787,279,8919,2502,155,16.11,2018-08-01,32497.43,-12562.77,50789,63.9852%
48,SMITE,2018,1769430,118140,15783,321,15276,2381,159,14.98,2018-08-01,7779.56,-196.48,13370,58.1867%
51,NBA 2K18,2018,1540838,110474,61960,356,20172,2073,148,13.95,2018-08-01,7112.38,-3704.16,14047,50.6327%
54,Enter the Gungeon,2018,1491191,40073,22871,131,8182,2006,53,37.21,2018-08-01,4640.95,-184.9,8612,53.8893%
56,Realm Royale,2018,1467785,73427,119238,278,11073,1975,98,19.99,2018-08-01,3902.47,-5269.36,9299,41.9666%
57,They Are Billions,2018,1418341,9797,14868,35,1209,1908,13,144.77,2018-08-01,2037.55,264.95,3714,54.8613%
58,The Elder Scrolls Online,2018,1404118,74696,12138,189,8121,1889,100,18.8,2018-08-01,14577.76,999.52,29547,49.3375%
59,Overcooked! 2,2018,1344519,23801,56366,237,6713,1809,32,56.49,2018-08-01,1717.91,-192.9325,7030,24.4368%
60,The Elder Scrolls: Legends,2018,1324621,15968,44757,39,961,1782,21,82.95,2018-08-01,1204.28,89.76,2207,54.5664%
61,Terraria,2018,1296853,35762,7349,95,6091,1745,48,36.26,2018-08-01,17935.16,-5144.47,25523,70.2706%
65,Hunt: Showdown,2018,1177839,49201,28348,214,7129,1585,66,23.94,2018-08-01,3204.69,1183.13,14003,22.8857%
66,Slay the Spire,2018,1157722,17799,12648,56,3529,1558,23,65.04,2018-08-01,6930.52,-4696.65,11015,62.9189%
68,Call of Duty: Black Ops III,2018,1129057,190860,8978,494,52365,1519,256,5.92,2018-08-01,2169.54,-23.65,3908,55.5154%
74,For Honor,2018,994338,79616,25956,312,18026,1338,107,12.49,2018-08-01,20662.81,15523.77,216499,9.5441%
76,Quake Champions,2018,970075,39847,14662,136,7029,1305,53,24.34,2018-08-01,2770.85,363.54,7197,38.5001%
83,Yakuza 0,2018,892383,32801,20115,203,3790,1201,44,27.21,2018-08-01,3681.69,-658.3525,8907,41.3348%
84,MapleStory,2018,890551,42894,21223,104,3309,1198,57,20.76,2018-08-01,1117.86,-381.13,2574,43.4289%
86,VRChat,2018,858328,59746,6735,193,5277,1155,80,14.37,2018-08-01,5968.44,6.37,8989,66.3972%
87,The Elder Scrolls V: Skyrim,2018,820966,69243,11072,154,10780,1104,93,11.86,2018-08-01,10653.69,-1198.78,17098,62.3096%
89,Arma 3,2018,790516,60684,24231,221,6632,1063,81,13.03,2018-08-01,15122.97,-3261.56,27029,55.9509%
90,FINAL FANTASY XIV Online,2018,784925,88536,7477,433,8097,1056,119,8.87,2018-08-01,5628.72,-1197.22,10272,54.7967%
92,The Witcher 3: Wild Hunt,2018,768344,48985,15143,143,7822,1034,65,15.69,2018-08-01,10237.83,-4880.77,19278,53.1063%
98,World of Warships,2018,728733,46248,3514,128,4371,980,62,15.76,2018-08-01,3015.58,133.32,4831,62.4214%
102,Paladins,2018,688760,98314,5977,237,20746,926,132,7.01,2018-08-01,16910.43,-936.75,27655,61.1478%
104,Euro Truck Simulator 2,2018,632217,61200,28870,217,8729,850,82,10.33,2018-08-01,15699.03,-557.33,30993,50.6535%
106,RimWorld,2018,596928,23418,9567,70,2468,803,31,25.49,2018-08-01,7449.17,-353.69,11169,66.695%
107,Fallout 4,2018,595807,78709,8142,180,12141,801,105,7.57,2018-08-01,18791.24,-4679.1,32239,58.2873%
108,Shadowverse,2018,579763,18339,17717,74,1324,780,24,31.61,2018-08-01,3623.5,-2094.87,9202,39.3773%
114,Stardew Valley,2018,519548,59627,3914,168,10264,699,80,8.71,2018-08-01,16887.2,303.06,27255,61.96%
115,Russian Fishing 4,2018,516812,28377,5186,74,1486,695,38,18.21,2018-08-01,2056.71,581.16,3605,57.0516%
116,DayZ,2018,516528,28431,7303,86,3290,695,38,18.17,2018-08-01,1596.73,-214.44,3292,48.5033%
118,Conan Exiles,2018,482118,33838,21186,97,3415,648,45,14.25,2018-08-01,6678.65,-3071.66,13839,48.2596%
123,Tom Clancy's The Division,2018,449909,71818,2605,169,8267,605,96,6.26,2018-08-01,4182.2,-4725.0,9898,42.253%
126,7 Days to Die,2018,438768,43892,6816,104,4872,590,59,10.0,2018-08-01,6094.41,-1003.97,10347,58.9003%
130,Farming Simulator 17,2018,420805,30922,140946,105,3447,566,41,13.61,2018-08-01,7252.64,398.37,16444,44.1051%
132,Football Manager 2018,2018,407271,15465,4271,58,1237,548,20,26.34,2018-08-01,39689.32,-1044.12,65912,60.2156%
135,Hollow Knight,2018,389684,29790,4865,146,4684,524,40,13.08,2018-08-01,2780.43,71.74,10029,27.7239%
141,Beat Saber,2018,357842,23224,12770,101,5199,481,31,15.41,2018-08-01,985.56,43.33,1527,64.5422%
151,Team Fortress 2,2018,325596,26745,12976,80,5107,438,35,12.17,2018-08-01,43632.35,-2517.02,57772,75.5251%
154,Don't Starve Together,2018,307942,14810,18449,42,2586,414,19,20.79,2018-08-01,5665.22,-3171.79,9739,58.1704%
160,Infestation: The New Z,2018,299251,12465,746,34,900,402,16,24.01,2018-08-01,1087.88,-129.81,1644,66.1727%
161,Garry's Mod,2018,297179,25742,49905,78,6757,399,34,11.54,2018-08-01,31232.3,-3137.24,48101,64.9307%
164,Wreckfest,2018,289697,7605,26025,37,1631,389,10,38.09,2018-08-01,555.48,-240.55,1858,29.8967%
167,The Forest,2018,282877,26984,25093,82,5779,380,36,10.48,2018-08-01,4427.18,-3255.36,7873,56.2324%
169,Resident Evil 4,2018,282343,13441,10779,44,2541,380,18,21.01,2018-08-01,289.84,-169.41,522,55.5249%
171,Oxygen Not Included,2018,273837,11616,7548,39,1344,368,15,23.57,2018-08-01,3327.0,-873.88,5873,56.6491%
173,Borderlands 2,2018,257283,25648,3785,76,4787,346,34,10.03,2018-08-01,5580.05,-3270.52,9224,60.4949%
179,Call of Duty: Modern Warfare 2,2018,249375,14477,21559,247,7187,335,19,17.23,2018-08-01,428.06,-39.88,739,57.9242%
186,Yu-Gi-Oh! Duel Links,2018,238035,9003,2056,28,1271,320,12,26.44,2018-08-01,5718.85,-507.86,8382,68.2277%
191,Tabletop Simulator,2018,226869,5919,18848,27,1680,305,7,38.33,2018-08-01,1932.6,-127.36,4775,40.4733%
194,60 Seconds!,2018,222209,871,18245,8,414,299,1,255.12,2018-08-01,142.59,31.04,388,36.75%
196,Hearts of Iron IV,2018,218871,9365,10189,36,1458,294,12,23.37,2018-08-01,13706.55,-1342.64,22242,61.6246%
197,Knight Online,2018,218386,5899,2977,31,438,293,7,37.02,2018-08-01,1563.52,-117.86,2560,61.075%
199,Citadel: Forged With Fire,2018,216789,3126,24689,27,430,291,4,69.35,2018-08-01,367.19,302.0,1042,35.239%
200,Grand Theft Auto: San Andreas,2018,216333,13448,11142,41,2984,291,18,16.09,2018-08-01,814.19,-254.52,1495,54.4609%
3,Counter-Strike: Global Offensive,2018,70564750,703957,827050,1939,114229,98142,979,100.24,2018-09-01,333163.99,49632.68,583029,57.1436%
6,Dota 2,2018,29712186,431392,161988,1271,34706,41324,599,68.88,2018-09-01,466470.74,-9630.34,826166,56.4621%
7,PLAYERUNKNOWN'S BATTLEGROUNDS,2018,26960453,1087252,193470,2568,109844,37497,1512,24.8,2018-09-01,542607.05,-76713.44,1125229,48.2219%
13,Grand Theft Auto V,2018,13158117,330492,56935,922,48076,18300,459,39.81,2018-09-01,49147.67,-19164.49,97920,50.1917%
14,Dead by Daylight,2018,11648175,522183,59528,1490,62578,16200,726,22.31,2018-09-01,21889.9,2363.66,62756,34.881%
15,Tom Clancy's Rainbow Six Siege,2018,10801179,779591,48590,1880,130957,15022,1084,13.85,2018-09-01,73676.87,-139.52,143866,51.2121%
18,Path of Exile,2018,8513998,219377,49860,1297,12925,11841,305,38.81,2018-09-01,36108.86,23104.56,75484,47.8364%
20,Rocket League,2018,6344989,241545,77098,684,59923,8824,335,26.27,2018-09-01,35890.2,5083.17,75882,47.2974%
22,SCUM,2018,5469760,253470,78870,1832,31127,7607,352,21.58,2018-09-01,18734.1,18733.0,68031,27.5376%
23,NBA 2K19,2018,5416647,314337,47830,2267,44194,7533,437,17.23,2018-09-01,13496.06,-684.54,28864,46.7574%
34,Shadow of the Tomb Raider,2018,3608450,139461,83572,1241,18142,5018,193,25.87,2018-09-01,12412.84,12411.17,37979,32.6834%
37,Monster Hunter: World,2018,3268461,254112,20853,766,33252,4545,353,12.86,2018-09-01,88575.17,-99716.06,227644,38.9095%
40,Street Fighter V,2018,2650840,33034,42847,86,4201,3686,45,80.25,2018-09-01,1365.76,-507.01,2262,60.3784%
41,Black Desert Online,2018,2213181,109959,5964,228,8064,3078,152,20.13,2018-09-01,12047.2,1167.67,17401,69.2328%
42,The Elder Scrolls Online,2018,2168531,67365,15063,181,5977,3016,93,32.19,2018-09-01,12422.64,-2155.13,22288,55.7369%
46,Rust,2018,1678677,75432,20314,234,8381,2334,104,22.25,2018-09-01,27319.2,-4169.08,48430,56.4097%
48,Two Point Hospital,2018,1649247,42847,38989,295,7151,2293,59,38.49,2018-09-01,8564.82,8560.8,34014,25.1803%
49,SMITE,2018,1485138,100920,6694,255,12035,2065,140,14.72,2018-09-01,7014.46,-765.1,13231,53.0153%
50,ARK: Survival Evolved,2018,1442190,98893,19749,278,7467,2005,137,14.58,2018-09-01,28288.19,-4209.24,49072,57.6463%
51,Warframe,2018,1436193,131477,61147,359,15956,1997,182,10.92,2018-09-01,51794.26,-17097.44,86984,59.5446%
52,Slay the Spire,2018,1396952,18098,13679,54,3329,1942,25,77.19,2018-09-01,6918.33,-12.19,10323,67.0186%
55,FINAL FANTASY XIV Online,2018,1289846,126316,18785,801,8861,1793,175,10.21,2018-09-01,5808.82,180.1,11328,51.2784%
58,Pathfinder: Kingmaker,2018,1260936,9813,34102,168,1324,1753,13,128.5,2018-09-01,12793.87,-3406.653333333333,22536,56.7708%
62,Terraria,2018,1106760,31453,7299,94,5344,1539,43,35.19,2018-09-01,14684.79,-3250.37,25303,58.0358%
64,Call of Duty: Black Ops III,2018,1097416,135909,22838,387,36141,1526,189,8.07,2018-09-01,1872.42,-297.12,4129,45.348%
71,VRChat,2018,861630,57287,5137,194,4935,1198,79,15.04,2018-09-01,5838.62,-129.82,8727,66.9029%
78,They Are Billions,2018,772976,8865,12248,28,1063,1075,12,87.19,2018-09-01,2333.57,296.02,4098,56.9441%
79,For Honor,2018,771852,63846,8028,208,13379,1073,88,12.09,2018-09-01,13011.47,-7651.34,37553,34.6483%
80,The Witcher 3: Wild Hunt,2018,765194,48716,17112,149,7904,1064,67,15.71,2018-09-01,12232.38,1994.54,25800,47.4123%
82,The Elder Scrolls: Legends,2018,731990,12790,2603,42,776,1018,17,57.23,2018-09-01,1039.1,-165.18,1838,56.5343%
83,World of Warships,2018,723617,42717,9050,121,4085,1006,59,16.94,2018-09-01,3140.58,125.01,5634,55.7433%
85,Quake Champions,2018,707946,31938,7348,105,5006,984,44,22.17,2018-09-01,1988.43,-782.43,4582,43.3966%
89,Dead Cells,2018,689117,26113,18814,111,6290,958,36,26.39,2018-09-01,2132.17,-2305.57,4601,46.3414%
92,RimWorld,2018,646870,25674,9591,67,2545,899,35,25.2,2018-09-01,9627.73,2178.57,15159,63.5116%
94,Arma 3,2018,620984,53011,13829,220,5793,863,73,11.71,2018-09-01,14092.26,-1030.71,29690,47.4647%
95,Europa Universalis IV,2018,619761,13374,9920,54,1195,861,18,46.34,2018-09-01,13506.6,2266.82,28338,47.6625%
101,Enter the Gungeon,2018,554475,18202,15186,60,4306,771,25,30.46,2018-09-01,2416.89,-2224.06,4318,55.9724%
104,Euro Truck Simulator 2,2018,542589,57824,29323,243,8662,754,80,9.38,2018-09-01,16386.89,687.86,40451,40.5105%
105,Paladins,2018,539163,73006,5878,222,14400,749,101,7.39,2018-09-01,14074.38,-2836.05,28759,48.939%
106,Shadowverse,2018,538307,16258,19780,85,1345,748,22,33.11,2018-09-01,3753.73,130.23,15515,24.1942%
108,Hollow Knight,2018,532423,30992,8237,109,4649,740,43,17.18,2018-09-01,2985.99,205.57,7361,40.565%
111,Football Manager 2018,2018,514533,10695,9647,64,964,715,14,48.11,2018-09-01,32672.37,-7016.96,61060,53.5086%
113,DayZ,2018,504961,28851,5178,93,3245,702,40,17.5,2018-09-01,1825.15,228.42,4460,40.9226%
116,No Man's Sky,2018,496947,31186,11851,114,4394,691,43,15.93,2018-09-01,5911.01,-22171.99,15099,39.1484%
120,Green Hell,2018,476223,9212,32746,48,1871,662,12,51.7,2018-09-01,823.54,-172.38666666666666,2043,40.3103%
121,Russian Fishing 4,2018,475669,23073,12507,61,1151,661,32,20.62,2018-09-01,2231.65,174.94,4076,54.751%
125,Eternal Card Game,2018,461831,7092,3457,25,600,642,9,65.12,2018-09-01,961.71,95.33,1594,60.3331%
126,Graveyard Keeper,2018,454554,21806,22231,106,2676,632,30,20.85,2018-09-01,2086.51,-5814.08,7083,29.458%
134,Fallout 4,2018,422057,67130,5828,182,10014,587,93,6.29,2018-09-01,16579.01,-2212.24,28436,58.3029%
136,The Elder Scrolls V: Skyrim,2018,416814,57012,9738,145,8826,579,79,7.31,2018-09-01,9779.81,-873.89,17617,55.5135%
137,Garry's Mod,2018,408420,16743,37034,72,4933,568,23,24.39,2018-09-01,22735.23,-8497.08,45605,49.8525%
139,Hunt: Showdown,2018,398580,30072,26042,91,3772,554,41,13.25,2018-09-01,1914.48,-1290.21,4236,45.1955%
140,CrossCode,2018,395792,7371,23714,54,1049,550,10,53.7,2018-09-01,739.09,711.86,3368,21.9445%
141,MapleStory,2018,391253,28057,2512,81,2265,544,39,13.94,2018-09-01,706.55,-411.31,1153,61.2793%
143,Yakuza 0,2018,386002,16751,8903,55,2026,536,23,23.04,2018-09-01,1495.67,-2186.02,3122,47.9074%
148,Call of Duty: WWII,2018,374464,53096,6687,180,25571,520,73,7.05,2018-09-01,347.31,20.0,826,42.0472%
149,7 Days to Die,2018,372904,41401,2131,137,4304,518,57,9.01,2018-09-01,5981.01,-113.4,10157,58.8856%
153,Stardew Valley,2018,363909,41653,2983,131,7386,506,57,8.74,2018-09-01,11765.47,-5121.73,19826,59.3436%
161,Tom Clancy's The Division,2018,332533,58080,1499,154,6991,462,80,5.73,2018-09-01,4541.36,359.16,14846,30.5898%
165,Borderlands 2,2018,309699,26668,11802,79,4969,430,37,11.61,2018-09-01,7278.96,1698.91,13833,52.6203%
167,Call of Duty: Ghosts,2018,299440,9606,24695,80,2391,416,13,31.17,2018-09-01,84.59,3.33,187,45.2353%
170,A Hat in Time,2018,286598,14520,8015,182,3065,398,20,19.74,2018-09-01,906.66,517.51,5560,16.3068%
174,Realm Royale,2018,264286,20661,2890,93,3481,367,28,12.79,2018-09-01,1512.45,-2390.02,3807,39.7281%
175,Yu-Gi-Oh! Duel Links,2018,263341,9342,4233,52,1393,366,12,28.19,2018-09-01,6500.51,781.65,14896,43.6393%
179,Conan Exiles,2018,259305,21171,15098,63,2060,360,29,12.25,2018-09-01,4989.59,-1689.06,8646,57.7098%
180,Call of Duty: Modern Warfare 2,2018,256497,22032,8608,158,9926,356,30,11.64,2018-09-01,488.31,60.24,1006,48.5398%
181,The Forest,2018,254667,21446,7726,64,4763,354,29,11.87,2018-09-01,3834.9,-592.28,7588,50.539%
182,Overcooked! 2,2018,253993,8580,14447,37,2965,353,11,29.6,2018-09-01,838.7,-879.21,2781,30.1582%
183,Cities: Skylines,2018,252228,15333,5358,47,3536,350,21,16.45,2018-09-01,10330.6,1276.7,22645,45.6198%
187,Factorio,2018,244137,15708,6683,54,1620,339,21,15.54,2018-09-01,6446.35,-90.8,11514,55.9871%
189,Beat Saber,2018,243166,20147,9798,62,4650,338,28,12.07,2018-09-01,915.78,-69.79,1483,61.7519%
190,FTL: Faster Than Light,2018,242570,3334,9069,15,792,337,4,72.76,2018-09-01,968.17,52.4,2210,43.8086%
191,Subnautica,2018,242159,15200,4153,55,2474,336,21,15.93,2018-09-01,2473.61,-237.12,4646,53.2417%
192,Sid Meier's Civilization V,2018,241877,8512,7945,28,1554,336,11,28.42,2018-09-01,23096.34,-200.22,37802,61.0982%
194,Oxygen Not Included,2018,238707,12875,3552,39,1328,331,17,18.54,2018-09-01,3781.54,454.54,7187,52.6164%
198,Jurassic World Evolution,2018,227382,7954,7531,38,1711,316,11,28.59,2018-09-01,1322.09,-128.71,3044,43.4327%
199,Knight Online,2018,223846,6977,3160,33,535,311,9,32.08,2018-09-01,1671.48,107.96,2590,64.5359%
200,Farming Simulator 17,2018,219264,30088,3487,122,3353,304,41,7.29,2018-09-01,7201.89,-50.75,18233,39.4992%
5,Dota 2,2018,35260281,451820,211365,1313,34965,47456,608,78.04,2018-10-01,431173.91,-35296.83,739643,58.2949%
7,Counter-Strike: Global Offensive,2018,24204390,719986,221263,1958,113472,32576,969,33.62,2018-10-01,325907.82,-7256.17,565968,57.5841%
8,PLAYERUNKNOWN'S BATTLEGROUNDS,2018,23301686,920520,143135,2184,92249,31361,1238,25.31,2018-10-01,469141.74,-73465.31,1048662,44.7372%
15,Dead by Daylight,2018,11927346,494061,79461,1360,53653,16052,664,24.14,2018-10-01,22495.91,606.01,51065,44.0535%
16,Grand Theft Auto V,2018,11902910,306630,55457,890,41759,16020,412,38.82,2018-10-01,43265.97,-5881.7,81337,53.1935%
19,Tom Clancy's Rainbow Six Siege,2018,6835277,620043,46967,1676,105165,9199,834,11.02,2018-10-01,62428.64,-11248.23,123794,50.4295%
23,Rocket League,2018,5347616,227718,78727,546,53748,7197,306,23.48,2018-10-01,34714.24,-1175.96,67221,51.642%
28,Rust,2018,4069048,96657,38963,285,9939,5476,130,42.1,2018-10-01,31820.22,4501.02,58564,54.3341%
30,NBA 2K19,2018,3759844,224701,29784,686,32173,5060,302,16.73,2018-10-01,10595.15,-2900.92,19249,55.0426%
32,Path of Exile,2018,3669556,117333,15276,297,8275,4938,157,31.27,2018-10-01,19520.61,-16588.25,39108,49.9146%
39,Black Desert Online,2018,2481779,104672,14491,221,7516,3340,140,23.71,2018-10-01,9852.53,-2194.67,13437,73.3239%
40,MapleStory 2,2018,2446181,151871,33039,812,20815,3292,204,16.11,2018-10-01,20214.78,-7694.13,42278,47.8139%
43,Pathfinder: Kingmaker,2018,2040096,24899,22506,106,1718,2745,33,81.93,2018-10-01,8652.91,-4140.96,18869,45.8578%
50,Street Fighter V,2018,1678231,31785,24693,86,3769,2258,42,52.8,2018-10-01,1278.82,-86.94,2478,51.6069%
51,The Elder Scrolls Online,2018,1573412,62494,13808,163,5753,2117,84,25.18,2018-10-01,12914.51,491.87,21298,60.6372%
53,SMITE,2018,1557084,92020,7451,252,11146,2095,123,16.92,2018-10-01,6522.3,-492.15,12211,53.4133%
54,ARK: Survival Evolved,2018,1517999,102800,6581,285,7486,2043,138,14.77,2018-10-01,29337.62,1049.43,49049,59.8129%
57,Monster Hunter: World,2018,1399191,122172,7557,414,18735,1883,164,11.45,2018-10-01,41395.45,-47179.72,122588,33.7679%
60,Slay the Spire,2018,1362631,18349,9895,50,3257,1833,24,74.26,2018-10-01,6750.57,-167.76,9572,70.5241%
61,Warframe,2018,1359698,120245,53031,283,14337,1830,161,11.31,2018-10-01,49718.26,-2076.0,99735,49.8504%
63,RimWorld,2018,1353881,40667,21041,134,4005,1822,54,33.29,2018-10-01,13007.56,3379.82,28380,45.8335%
64,Fallout 4,2018,1320441,84908,15830,219,12683,1777,114,15.55,2018-10-01,18553.12,1974.11,36389,50.9855%
67,For Honor,2018,1214433,62035,39741,274,11130,1634,83,19.58,2018-10-01,9420.82,-3590.64,19619,48.0189%
74,Eternal Card Game,2018,1079595,10165,5579,32,590,1453,13,106.21,2018-10-01,1044.85,83.14,1993,52.426%
79,FINAL FANTASY XIV Online,2018,969797,116031,5176,610,8665,1305,156,8.36,2018-10-01,5796.07,-12.75,9691,59.8088%
81,Quake Champions,2018,930403,28583,20685,103,4391,1252,38,32.55,2018-10-01,1755.38,-233.05,4861,36.1115%
82,Terraria,2018,927544,30519,6989,95,5251,1248,41,30.39,2018-10-01,14899.15,214.36,26054,57.1857%
88,Garry's Mod,2018,886056,18893,63539,76,5391,1192,25,46.9,2018-10-01,22775.26,40.04,45573,49.9753%
89,VRChat,2018,883409,57283,5667,171,5414,1188,77,15.42,2018-10-01,6422.35,583.74,9370,68.5416%
97,World War 3,2018,747886,22182,26385,234,4140,1006,29,33.72,2018-10-01,3810.99,-1726.99,11021,34.5793%
100,Arma 3,2018,725933,52331,14350,240,5707,977,70,13.87,2018-10-01,13344.9,-747.35,26432,50.4877%
101,Euro Truck Simulator 2,2018,721184,60499,27282,254,8460,970,81,11.92,2018-10-01,15744.16,-642.74,34761,45.2926%
103,World of Warships,2018,692011,42779,4239,114,4161,931,57,16.18,2018-10-01,3236.1,95.51,5710,56.6743%
107,DayZ,2018,650399,27268,21671,85,2770,875,36,23.85,2018-10-01,1692.27,-132.88,3577,47.3098%
111,Europa Universalis IV,2018,618916,11939,3583,51,1045,832,16,51.84,2018-10-01,12381.94,-1124.66,23986,51.6215%
112,The Witcher 3: Wild Hunt,2018,612415,45903,13432,132,7456,824,61,13.34,2018-10-01,10100.67,-2131.7,19557,51.6473%
