Rank,Game,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,date,Avg_players,Gain_players,Peak_players,avg_peak_perc_players
122,FTL: Faster Than Light,2016,229665,3057,4136,15,650,319,4,75.13,2016-11-01,1121.37,83.44,2249,49.8608%
126,DOOM,2016,216346,14529,5134,60,4143,300,20,14.89,2016-11-01,2037.47,-211.48,6987,29.1609%
127,MapleStory,2016,215912,13993,2283,41,1197,300,19,15.43,2016-11-01,595.56,204.39,1655,35.9855%
128,RimWorld,2016,210888,9692,3361,32,1050,293,13,21.76,2016-11-01,3949.07,-573.06,6218,63.5103%
129,Team Fortress 2,2016,205898,15852,2199,62,2927,286,22,12.99,2016-11-01,46904.24,994.17,77056,60.8703%
134,Kerbal Space Program,2016,184528,8628,2600,34,1117,256,12,21.39,2016-11-01,3021.99,-894.12,5818,51.9421%
135,Outlast,2016,184351,14222,6315,268,5083,256,19,12.96,2016-11-01,200.04,32.98,714,28.0168%
136,Mortal Kombat X,2016,182956,13359,5039,42,3309,254,18,13.7,2016-11-01,561.21,-231.56,1169,48.0077%
138,Killing Floor 2,2016,181489,20284,5004,145,4653,252,28,8.95,2016-11-01,2962.0,1081.27,7075,41.8657%
142,Tabletop Simulator,2016,177445,2314,9828,17,714,246,3,76.68,2016-11-01,971.67,44.67,2482,39.1487%
148,The Evil Within,2016,155593,7828,3591,66,1592,216,10,19.88,2016-11-01,188.8,30.15,419,45.0597%
149,No Man's Sky,2016,153774,9768,16822,164,2573,213,13,15.74,2016-11-01,900.28,126.15,8090,11.1283%
150,Cities: Skylines,2016,152568,6174,10562,34,1310,212,8,24.71,2016-11-01,5805.38,-149.02,13484,43.0538%
154,Resident Evil 4,2016,147748,11995,3963,67,2095,205,16,12.32,2016-11-01,258.64,64.35,558,46.3513%
157,Gang Beasts,2016,143354,1408,34035,13,662,199,1,101.81,2016-11-01,291.02,15.95,848,34.3184%
158,Terraria,2016,143002,22131,5825,85,4188,198,30,6.46,2016-11-01,17145.48,3780.94,36926,46.432%
160,Miscreated,2016,141834,7977,3272,37,1204,197,11,17.78,2016-11-01,1430.74,221.94,3434,41.6639%
161,Borderlands 2,2016,140821,18871,3373,79,3308,195,26,7.46,2016-11-01,5571.46,-661.67,12446,44.7651%
168,The Isle,2016,128704,1359,15028,11,142,179,1,94.7,2016-11-01,537.15,51.84,1166,46.0678%
170,The Forest,2016,127406,10502,28278,46,2237,177,14,12.13,2016-11-01,2825.61,632.15,6941,40.709%
171,Geometry Dash,2016,126085,12435,1673,57,2038,175,17,10.14,2016-11-01,1992.15,97.01,3919,50.8331%
172,Undertale,2016,126054,7614,2995,38,1763,175,10,16.56,2016-11-01,1459.88,53.56,3536,41.2862%
175,Mass Effect,2016,124372,10222,5892,52,1845,172,14,12.17,2016-11-01,446.92,117.59,1278,34.9703%
177,War Thunder,2016,123410,18161,1251,63,2654,171,25,6.8,2016-11-01,9924.85,-1091.9,17816,55.7075%
178,Golf With Your Friends,2016,123242,4056,13509,31,1681,171,5,30.39,2016-11-01,417.72,-106.57,1025,40.7532%
181,Resident Evil,2016,122326,2312,6647,18,1550,170,3,52.91,2016-11-01,85.82,16.59,198,43.3434%
182,Alien: Isolation,2016,121289,7483,2731,70,2008,168,10,16.21,2016-11-01,232.42,10.38,656,35.4299%
183,Squad,2016,121175,8060,27014,98,1599,168,11,15.03,2016-11-01,2115.89,1563.9,11456,18.4697%
185,Infestation: The New Z,2016,120572,8781,24186,88,1603,167,12,13.73,2016-11-01,5612.48,2624.52,11437,49.073%
188,Layers of Fear,2016,119164,3681,13907,111,1271,165,5,32.37,2016-11-01,52.76,2.52,280,18.8429%
191,PAYDAY 2,2016,114841,19125,2243,66,3576,159,26,6.0,2016-11-01,10628.98,-3914.51,25703,41.3531%
195,Grand Theft Auto: San Andreas,2016,110878,8954,11704,34,1830,154,12,12.38,2016-11-01,711.96,-1.24,1683,42.303%
197,TERA,2016,110217,15901,1269,59,1460,153,22,6.93,2016-11-01,0.4,0.35,2,20%
199,60 Seconds!,2016,109473,503,5297,5,193,152,0,217.64,2016-11-01,55.03,16.8,167,32.9521%
200,American Truck Simulator,2016,108717,7494,2707,30,1256,151,10,14.51,2016-11-01,2100.27,285.06,3918,53.6057%
3,Dota 2,2016,44984545,302113,431587,816,8792,60544,406,148.9,2016-12-01,593920.6,9669.27,1014671,58.5333%
4,Counter-Strike: Global Offensive,2016,30576246,594414,240717,1731,27104,41152,800,51.44,2016-12-01,342195.7,13150.44,662460,51.6553%
13,Dead by Daylight,2016,5479016,138826,25607,445,3384,7374,186,39.47,2016-12-01,17040.03,2068.7,42895,39.725%
14,Path of Exile,2016,5400738,116640,24787,764,2616,7268,156,46.3,2016-12-01,23766.0,15216.02,46807,50.7745%
18,Arma 3,2016,4568837,97003,32481,318,2754,6149,130,47.1,2016-12-01,22325.52,2399.54,47649,46.8541%
21,Friday the 13th: The Game,2016,4269539,20141,111155,308,0,5746,27,211.98,2016-12-01,2.0,-0.64,14,14.2857%
23,Tom Clancy's Rainbow Six Siege,2016,3507819,291276,24180,787,12847,4721,392,12.04,2016-12-01,17176.87,1821.38,30859,55.6624%
25,Street Fighter V,2016,3104248,34130,117299,229,1117,4177,45,90.95,2016-12-01,1550.09,443.06,4999,31.008%
26,Grand Theft Auto V,2016,2939916,362906,31606,1134,13275,3956,488,8.1,2016-12-01,61843.72,18852.42,126681,48.8185%
27,NBA 2K17,2016,2762696,198380,28044,1322,7866,3718,266,13.93,2016-12-01,4675.18,-32.03,8325,56.1583%
28,Tom Clancy's The Division,2016,2510625,201034,9068,536,7311,3379,270,12.49,2016-12-01,14027.73,7277.23,38689,36.2577%
29,Call of Duty: Infinite Warfare,2016,2506904,90502,35105,262,9062,3374,121,27.7,2016-12-01,2595.19,-2399.86,5496,47.2196%
32,Rocket League,2016,2275921,135824,60401,388,8345,3063,182,16.76,2016-12-01,35187.88,5956.82,70352,50.0169%
33,SMITE,2016,2271651,110390,14706,282,4182,3057,148,20.58,2016-12-01,9621.91,-37.65,19285,49.8932%
38,DayZ,2016,1691717,52855,24298,185,1416,2276,71,32.01,2016-12-01,5454.18,664.99,14238,38.3072%
39,ARK: Survival Evolved,2016,1517863,181968,6244,539,1451,2042,244,8.34,2016-12-01,36022.81,4705.99,67651,53.248%
44,ASTRONEER,2016,1359427,26831,64365,143,0,1829,36,50.67,2016-12-01,3070.34,3069.45,11900,25.8012%
45,The Elder Scrolls V: Skyrim,2016,1300775,98724,12263,289,4992,1750,132,13.18,2016-12-01,23831.1,-4240.39,44326,53.7633%
49,Rust,2016,1170510,58169,11277,171,1782,1575,78,20.12,2016-12-01,28974.92,6095.72,49147,58.9556%
60,Planet Coaster,2016,932991,24326,25412,94,1520,1255,32,38.35,2016-12-01,5329.23,-133.87,11373,46.8586%
61,Subnautica,2016,925669,10749,24344,60,261,1245,14,86.12,2016-12-01,3134.3,1689.84,8589,36.492%
62,Warframe,2016,917363,78213,22910,239,2459,1234,105,11.73,2016-12-01,33678.45,3861.26,56812,59.2805%
65,ArcheAge,2016,832171,25083,10407,141,312,1120,33,33.18,2016-12-01,2688.44,1678.63,5458,49.2569%
66,RimWorld,2016,789596,15643,14881,62,303,1062,21,50.48,2016-12-01,5140.94,1191.87,11727,43.8385%
67,Infestation: The New Z,2016,768031,41924,33261,121,1221,1033,56,18.32,2016-12-01,8237.0,2624.52,13846,59.4901%
70,Call of Duty: Black Ops III,2016,714889,213558,5513,641,10631,962,287,3.35,2016-12-01,3586.78,-318.63,7893,45.4425%
71,7 Days to Die,2016,697102,63195,3956,165,2121,938,85,11.03,2016-12-01,12087.14,82.54,20330,59.4547%
72,Sid Meier's Civilization VI,2016,667980,9448,29502,43,517,899,12,70.7,2016-12-01,24448.75,-15833.81,41959,58.2682%
75,The Forest,2016,645143,21441,18193,100,652,868,28,30.09,2016-12-01,5161.73,2336.12,16972,30.4132%
78,Battlerite,2016,616525,23674,28960,109,1693,829,31,26.04,2016-12-01,3805.62,972.38,16584,22.9475%
82,Garry's Mod,2016,559353,22574,30862,96,1196,752,30,24.78,2016-12-01,31132.16,4264.34,60887,51.131%
83,Shadowverse,2016,532834,12254,31281,71,462,717,16,43.48,2016-12-01,4329.43,-550.68,13111,33.0214%
85,The Witcher 3: Wild Hunt,2016,517764,37571,7716,116,1654,696,50,13.78,2016-12-01,11897.16,2784.15,24570,48.4215%
86,Euro Truck Simulator 2,2016,510846,44703,21213,179,1438,687,60,11.43,2016-12-01,12650.52,3022.76,30580,41.3686%
87,Steep,2016,508128,28112,26026,196,2190,683,37,18.08,2016-12-01,789.25,0.0,2087,37.8174%
95,Farming Simulator 17,2016,437588,46103,3326,176,1700,588,62,9.49,2016-12-01,6514.83,-3669.37,14900,43.7237%
97,Paladins,2016,432256,40006,7538,109,2002,581,53,10.8,2016-12-01,22029.66,-6087.31,38993,56.4964%
100,Stardew Valley,2016,415969,29320,6039,104,780,559,39,14.19,2016-12-01,7975.97,1097.03,18787,42.4547%
101,The Elder Scrolls Online,2016,415418,25153,2104,70,1407,559,33,16.52,2016-12-01,9664.39,626.94,20167,47.9218%
103,Football Manager 2017,2016,410196,4801,3188,21,144,552,6,85.44,2016-12-01,32632.2,2238.47,62201,52.4625%
108,Miscreated,2016,382735,13203,19337,51,390,515,17,28.99,2016-12-01,2334.99,904.26,4463,52.3188%
113,Gang Beasts,2016,344121,3403,37790,23,201,463,4,101.12,2016-12-01,525.85,234.83,2089,25.1723%
117,Fallout 4,2016,328932,70952,3723,189,3342,442,95,4.64,2016-12-01,21058.75,1360.35,37794,55.7198%
118,MapleStory,2016,326260,19054,2822,64,631,439,25,17.12,2016-12-01,1525.7,930.14,3057,49.9084%
122,Don't Starve Together,2016,314798,17731,5837,52,770,423,23,17.75,2016-12-01,8993.47,461.78,19697,45.6591%
124,Stonehearth,2016,308369,1462,16269,24,30,415,1,210.92,2016-12-01,323.49,57.86,1463,22.1114%
126,The Long Dark,2016,299410,6895,30440,36,199,402,9,43.42,2016-12-01,1280.97,345.04,3230,39.6585%
127,Outlast,2016,295051,63545,13272,685,790,397,85,4.64,2016-12-01,180.16,-19.87,600,30.0267%
128,My Summer Car,2016,293496,4251,12948,20,265,395,5,69.04,2016-12-01,771.8,-690.02,1657,46.5782%
129,Kerbal Space Program,2016,289908,8198,8639,28,312,390,11,35.36,2016-12-01,3035.97,13.98,6354,47.7805%
130,Borderlands 2,2016,282644,18833,6632,62,927,380,25,15.01,2016-12-01,7309.89,1738.43,16062,45.5105%
131,Terraria,2016,275798,23155,28497,76,1090,371,31,11.91,2016-12-01,19315.3,2169.81,32543,59.3532%
132,The Binding of Isaac: Rebirth,2016,270451,7787,12627,48,393,363,10,34.73,2016-12-01,7176.16,1191.81,14985,47.889%
133,Cities: Skylines,2016,262547,9323,23512,37,637,353,12,28.16,2016-12-01,8217.45,2412.06,16837,48.8059%
135,Viscera Cleanup Detail,2016,250781,1091,36637,14,69,337,1,229.86,2016-12-01,189.74,47.62,699,27.1445%
136,Golf With Your Friends,2016,249337,4425,26860,25,432,335,5,56.35,2016-12-01,497.46,79.74,1828,27.2133%
140,Mortal Kombat X,2016,232176,14468,7902,45,868,312,19,16.05,2016-12-01,732.41,171.19,2848,25.7166%
144,Shadow Tactics: Blades of the Shogun,2016,207441,4900,17292,36,16,279,6,42.33,2016-12-01,1040.38,1036.79,3687,28.2175%
149,DOOM,2016,200507,19170,3546,71,1150,269,25,10.46,2016-12-01,2943.09,905.62,7518,39.1472%
150,Team Fortress 2,2016,199206,15892,6687,56,872,268,21,12.53,2016-12-01,50140.76,3236.52,71438,70.1878%
151,Dishonored 2,2016,198383,17773,15569,67,1088,267,23,11.16,2016-12-01,3507.54,-4355.84,7907,44.3599%
153,Ultimate Chicken Horse,2016,189364,1594,33497,13,145,254,2,118.8,2016-12-01,324.76,-4.52,1449,22.4127%
155,Factorio,2016,183135,8720,4778,29,268,246,11,21.0,2016-12-01,4676.75,-23.87,7912,59.1096%
161,Europa Universalis IV,2016,177960,6783,8709,25,181,239,9,26.24,2016-12-01,10255.48,411.47,18431,55.6426%
164,Hearts of Iron IV,2016,168124,3294,20148,19,102,226,4,51.04,2016-12-01,6674.69,1693.51,13690,48.756%
170,PlanetSide 2,2016,163215,8502,16785,30,356,219,11,19.2,2016-12-01,1909.85,30.25,3498,54.5983%
171,Geometry Dash,2016,162578,15946,3211,60,789,218,21,10.2,2016-12-01,2304.09,311.94,4234,54.4188%
174,Eternal Card Game,2016,158525,4359,10292,16,104,213,5,36.37,2016-12-01,1024.0,95.63,1546,66.2354%
180,FTL: Faster Than Light,2016,154553,2981,10919,13,146,208,4,51.85,2016-12-01,1243.82,122.45,2402,51.7827%
182,Alien: Isolation,2016,150761,5866,6323,24,387,202,7,25.7,2016-12-01,284.59,52.17,876,32.4874%
184,Slime Rancher,2016,150371,2240,20106,13,146,202,3,67.13,2016-12-01,1025.06,216.38,2911,35.2133%
185,Left 4 Dead 2,2016,149041,15207,10305,50,982,200,20,9.8,2016-12-01,10799.96,1180.26,25743,41.953%
188,War Thunder,2016,146823,20886,1166,64,866,197,28,7.03,2016-12-01,10650.6,725.75,20797,51.2122%
191,Blood Bowl 2,2016,143067,2937,9557,16,137,192,3,48.71,2016-12-01,464.69,83.98,1187,39.1483%
192,Trove,2016,141358,27872,1979,135,256,190,37,5.07,2016-12-01,4958.4,499.05,9693,51.1544%
193,Tabletop Simulator,2016,141338,3318,7899,20,217,190,4,42.6,2016-12-01,1207.41,235.74,3252,37.1282%
196,Grand Theft Auto: San Andreas,2016,140340,8613,5953,32,481,188,11,16.29,2016-12-01,858.59,146.63,2112,40.6529%
197,PAYDAY 2,2016,138698,18477,12879,69,891,186,24,7.51,2016-12-01,9658.08,-970.9,20295,47.5885%
199,Undertale,2016,136892,8589,3880,36,455,184,11,15.94,2016-12-01,1730.18,270.3,4635,37.3286%
2,Counter-Strike: Global Offensive,2017,72376812,694606,1233293,2177,110118,97411,934,104.2,2017-01-01,393109.53,50913.83,814616,48.257%
3,Dota 2,2017,39036428,359580,231960,877,33380,52538,483,108.56,2017-01-01,580281.47,-13639.13,1007451,57.599%
14,SMITE,2017,5997773,149152,103551,405,21572,8072,200,40.21,2017-01-01,10495.74,873.83,22342,46.9776%
18,Tom Clancy's Rainbow Six Siege,2017,5311227,377942,31152,1043,67517,7148,508,14.05,2017-01-01,20706.7,3529.83,34616,59.8183%
22,Arma 3,2017,4352882,115111,43375,422,10912,5858,154,37.81,2017-01-01,26972.14,4646.62,53102,50.7931%
23,Grand Theft Auto V,2017,4293651,384895,44491,1100,88229,5778,518,11.16,2017-01-01,63178.67,1334.95,116125,54.4057%
24,Dead by Daylight,2017,4292105,137530,21384,382,12214,5776,185,31.21,2017-01-01,15126.89,-1913.15,31992,47.2834%
27,Conan Exiles,2017,3292407,12781,174794,847,3318,4431,17,257.6,2017-01-01,517.38,512.97,32772,1.5787%
28,NBA 2K17,2017,3150126,211330,23852,655,41451,4239,284,14.91,2017-01-01,5325.24,650.06,9036,58.9336%
29,Path of Exile,2017,3029024,80142,23304,185,6110,4076,107,37.8,2017-01-01,16478.72,-7287.29,30442,54.1315%
31,Call of Duty: Infinite Warfare,2017,2599848,134391,23273,662,40815,3499,180,19.35,2017-01-01,2184.33,-410.85,5168,42.2664%
32,Rocket League,2017,2360842,151291,35737,426,42155,3177,203,15.6,2017-01-01,35232.83,44.95,69669,50.5717%
34,Tom Clancy's The Division,2017,2191513,182745,25517,457,25175,2949,245,11.99,2017-01-01,10599.14,-3428.59,23801,44.5323%
35,ARK: Survival Evolved,2017,2167646,192501,18756,483,24488,2917,259,11.26,2017-01-01,46440.81,10418.0,76879,60.4077%
40,Street Fighter V,2017,1962277,37712,17394,107,6005,2641,50,52.03,2017-01-01,1673.49,123.4,2667,62.748%
41,The Forest,2017,1868282,45374,28096,178,8342,2514,61,41.18,2017-01-01,8015.05,2853.32,18273,43.8628%
44,Borderlands 2,2017,1820414,45794,206508,304,6101,2450,61,39.75,2017-01-01,9114.67,1804.77,18099,50.3601%
45,Rust,2017,1807206,76000,37539,299,9907,2432,102,23.78,2017-01-01,33999.91,5024.99,63843,53.2555%
47,Paladins,2017,1675358,61431,45152,175,12082,2254,82,27.27,2017-01-01,23446.78,1417.12,41509,56.486%
48,Fallout 4,2017,1459694,81507,11484,205,14491,1964,109,17.91,2017-01-01,22809.88,1751.13,41471,55.002%
49,DayZ,2017,1434073,54482,9537,174,5680,1930,73,26.32,2017-01-01,5845.04,390.87,12926,45.2192%
53,XCOM 2,2017,1219112,24183,13738,94,3123,1640,32,50.41,2017-01-01,8301.55,4341.04,20240,41.0156%
55,Call of Duty: Black Ops III,2017,1107967,250420,21282,847,57836,1491,337,4.42,2017-01-01,4000.83,414.05,8419,47.5214%
57,The Witcher 3: Wild Hunt,2017,1067593,53217,21902,142,8096,1436,71,20.06,2017-01-01,16048.63,4151.47,31967,50.2037%
63,The Elder Scrolls V: Skyrim,2017,1015083,83904,8019,200,14949,1366,112,12.1,2017-01-01,21170.55,-2660.55,36822,57.4943%
64,RimWorld,2017,901552,26662,9807,70,2568,1213,35,33.81,2017-01-01,8305.95,3165.01,13447,61.7681%
65,Undertale,2017,867593,11016,216515,44,2716,1167,14,78.76,2017-01-01,2179.48,449.3,4391,49.6352%
67,7 Days to Die,2017,851122,72413,23043,177,10178,1145,97,11.75,2017-01-01,12833.91,746.77,22977,55.8555%
72,ASTRONEER,2017,761112,21225,29721,72,4782,1024,28,35.86,2017-01-01,3657.85,587.51,7425,49.264%
75,Warframe,2017,737234,83509,14258,207,13232,992,112,8.83,2017-01-01,31734.9,-1943.55,47134,67.3291%
76,Shadowverse,2017,723928,18199,19293,50,2164,974,24,39.78,2017-01-01,6273.8,1944.37,11725,53.5079%
78,Stardew Valley,2017,696427,39692,6331,107,6854,937,53,17.55,2017-01-01,11798.85,3822.87,24014,49.1332%
89,Detention,2017,617452,5696,38085,94,1791,831,7,108.4,2017-01-01,427.52,427.1,2325,18.388%
98,The Elder Scrolls Online,2017,520660,36118,49913,106,5629,700,48,14.42,2017-01-01,7684.02,-1980.37,13704,56.0714%
100,Euro Truck Simulator 2,2017,503627,44302,7738,163,5984,677,59,11.37,2017-01-01,14045.22,1394.7,31563,44.499%
101,Infestation: The New Z,2017,501331,39205,5731,105,3873,674,52,12.79,2017-01-01,8581.01,344.01,13915,61.6673%
105,Tabletop Simulator,2017,473928,4661,28174,27,1349,637,6,101.68,2017-01-01,1693.42,486.01,3839,44.111%
107,Stonehearth,2017,456406,4674,17583,32,635,614,6,97.65,2017-01-01,611.42,287.93,1821,33.5761%
108,The Long Dark,2017,455827,10913,6902,37,1531,613,14,41.77,2017-01-01,1718.56,437.58,3381,50.8299%
109,Blood Bowl 2,2017,444527,4909,5188,24,493,598,6,90.55,2017-01-01,580.56,115.87,1315,44.149%
111,Subnautica,2017,439979,14816,12961,52,2659,592,19,29.7,2017-01-01,4007.06,872.76,8736,45.8684%
113,Garry's Mod,2017,426124,26347,12936,114,6731,573,35,16.17,2017-01-01,34615.14,3482.98,68016,50.8926%
114,MapleStory,2017,424077,21518,4611,53,1772,570,28,19.71,2017-01-01,1094.69,-431.01,2099,52.1529%
116,Resident Evil 6,2017,416217,11337,10703,35,2474,560,15,36.71,2017-01-01,697.62,115.56,1527,45.6857%
119,Football Manager 2017,2017,394850,5524,3253,24,501,531,7,71.48,2017-01-01,37977.29,5345.09,70286,54.0325%
122,Farming Simulator 17,2017,366994,37223,3952,120,4770,493,50,9.86,2017-01-01,5809.79,-705.03,11938,48.6664%
123,Mass Effect 2,2017,365563,14808,23843,52,2376,492,19,24.69,2017-01-01,758.39,150.38,1532,49.5033%
132,S.T.A.L.K.E.R.: Call of Pripyat,2017,347109,3467,11190,23,705,467,4,100.12,2017-01-01,335.42,73.8,627,53.496%
133,Enter the Gungeon,2017,344728,9244,8724,50,2678,463,12,37.29,2017-01-01,1612.45,772.67,6903,23.3587%
135,Assassin's Creed II,2017,341584,3049,33045,22,613,459,4,112.03,2017-01-01,625.38,106.53,1606,38.9402%
137,Dying Light,2017,336509,25729,14669,79,6913,452,34,13.08,2017-01-01,3898.34,1205.16,10703,36.4229%
138,Left 4 Dead 2,2017,330371,17402,33264,53,5320,444,23,18.98,2017-01-01,12267.49,1467.53,25699,47.7353%
140,Resident Evil 4,2017,322086,16354,11347,50,3481,433,22,19.69,2017-01-01,334.22,67.39,600,55.7033%
145,Fallout: New Vegas,2017,308800,6609,182517,24,1349,415,8,46.72,2017-01-01,2810.68,323.49,5066,55.4812%
147,Miscreated,2017,305321,15935,9426,57,2274,410,21,19.16,2017-01-01,2164.44,-170.55,4552,47.5492%
148,Mass Effect,2017,305083,15051,3984,65,2265,410,20,20.27,2017-01-01,743.88,182.86,1542,48.2412%
154,Grand Theft Auto: San Andreas,2017,295857,11745,3716,47,2597,398,15,25.19,2017-01-01,1034.97,176.37,2219,46.6413%
156,My Summer Car,2017,283153,4586,6966,21,798,381,6,61.74,2017-01-01,700.9,-70.89,1529,45.8404%
162,Don't Starve Together,2017,272959,20148,5780,60,3655,367,27,13.55,2017-01-01,9857.18,863.7,19338,50.9731%
164,Outlast,2017,268589,38133,4656,160,18462,361,51,7.04,2017-01-01,207.78,27.62,531,39.1299%
165,Grand Theft Auto: Vice City,2017,268119,1719,161775,13,469,360,2,155.97,2017-01-01,191.51,27.42,395,48.4835%
167,Kerbal Space Program,2017,267388,9887,2130,34,1561,359,13,27.04,2017-01-01,3607.15,571.18,7233,49.8707%
168,Left 4 Dead,2017,265959,1143,140433,18,405,357,1,232.69,2017-01-01,511.01,46.19,1250,40.8808%
170,Mortal Kombat X,2017,257267,16392,7997,51,5081,346,22,15.69,2017-01-01,1055.1,322.69,2939,35.9%
171,Europa Universalis IV,2017,256734,6844,5387,26,706,345,9,37.51,2017-01-01,11513.89,1258.41,20721,55.5663%
176,Team Fortress 2,2017,246060,17790,3682,55,3786,331,23,13.83,2017-01-01,52436.19,2295.43,77405,67.7426%
177,ArcheAge,2017,246054,14811,3868,43,1457,331,19,16.61,2017-01-01,2358.88,-329.56,3591,65.6887%
182,Battlerite,2017,238890,16393,9008,57,2347,321,22,14.57,2017-01-01,1882.84,-1922.78,4681,40.223%
183,Resident Evil 5,2017,238374,6905,8215,28,2330,320,9,34.52,2017-01-01,425.55,67.22,823,51.7072%
185,DOOM,2017,237091,21973,16019,73,6685,319,29,10.79,2017-01-01,3262.25,319.16,9539,34.1991%
191,Geometry Dash,2017,228421,18997,3788,73,3464,307,25,12.02,2017-01-01,3911.87,1607.78,9614,40.6893%
192,Eternal Card Game,2017,228368,4939,11921,18,394,307,6,46.24,2017-01-01,1148.75,124.75,1759,65.307%
193,Terraria,2017,227558,22994,19046,63,4755,306,30,9.9,2017-01-01,19425.38,110.08,34214,56.7761%
195,Factorio,2017,225993,10467,4521,37,1400,304,14,21.59,2017-01-01,5713.98,1037.23,10774,53.0349%
200,Resident Evil,2017,211928,3189,6363,18,1567,285,4,66.46,2017-01-01,136.51,36.94,308,44.3214%
2,Counter-Strike: Global Offensive,2017,40480425,677884,459482,2078,100125,60328,1010,59.72,2017-02-01,402385.71,9276.18,744468,54.0501%
4,Dota 2,2017,32115223,326907,220700,1063,29259,47861,487,98.24,2017-02-01,591567.25,11285.78,1040877,56.8335%
7,For Honor,2017,15365455,381434,124182,2064,60525,22899,568,40.28,2017-02-01,28090.31,-2620.226,45923,61.1683%
9,Conan Exiles,2017,8971753,141072,102398,775,12519,13370,210,63.6,2017-02-01,21866.4,21349.02,53402,40.9468%
13,Tom Clancy's Rainbow Six Siege,2017,6485229,457121,78882,1409,79301,9665,681,14.19,2017-02-01,30568.27,9861.56,65189,46.8918%
24,SMITE,2017,3949798,132455,30109,392,16980,5886,197,29.82,2017-02-01,10988.97,493.23,22705,48.3989%
25,Rust,2017,3425920,79971,50790,245,9675,5105,119,42.84,2017-02-01,36403.55,2403.64,68103,53.4537%
26,Arma 3,2017,3193107,92824,45593,363,8657,4758,138,34.4,2017-02-01,23539.08,-3433.06,45279,51.9867%
27,Call of Duty: Infinite Warfare,2017,2591580,210120,35455,776,40753,3862,313,12.33,2017-02-01,1787.09,-397.24,5349,33.4098%
28,NBA 2K17,2017,2484236,187553,22792,1295,33350,3702,279,13.25,2017-02-01,5273.04,-52.2,9795,53.834%
30,Dead by Daylight,2017,2372587,102364,33609,279,8708,3535,152,23.18,2017-02-01,11338.16,-3788.72,23442,48.3669%
32,Grand Theft Auto V,2017,2268502,273933,39710,914,60225,3380,408,8.28,2017-02-01,53270.99,-9907.68,104902,50.7817%
34,Rocket League,2017,2179407,136327,51685,393,34920,3247,203,15.99,2017-02-01,33265.25,-1967.58,61648,53.96%
37,ARK: Survival Evolved,2017,1830475,148749,13840,416,18138,2727,221,12.31,2017-02-01,53134.72,6693.91,100723,52.7533%
