Rank,Game,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,date,year,month,Avg_players,Gain_players,Peak_players,avg_peak_perc_players
183,The Forest,577373,64794,21484,191,10758,777,87,8.91,2016-07-01,2020,August,4886.7,-2935.76,7906,61.81%
188,Tabletop Simulator,563065,12633,22475,72,2753,757,17,44.57,2016-07-01,2020,August,6256.95,-520.96,14829,42.194%
192,Arma 3,524332,55637,5514,270,4481,705,74,9.42,2016-07-01,2020,August,13028.78,-35.34,22575,57.7133%
193,DOOM Eternal,523174,42849,85152,129,5981,704,57,12.21,2016-07-01,2020,August,2331.68,-696.22,5009,46.5498%
195,Europa Universalis IV,518345,13757,5298,47,924,697,18,37.68,2016-07-01,2020,August,15930.75,-1839.24,25686,62.0211%
196,Cuphead,514856,43208,12690,165,8801,692,58,11.92,2016-07-01,2020,August,967.73,-193.47,1498,64.6015%
199,Alien: Isolation,494709,30768,73694,101,6359,665,41,16.08,2016-07-01,2020,August,352.77,-42.45,795,44.3736%
6,Grand Theft Auto V,58950202,1228347,318681,3147,98039,81989,1708,47.99,2016-07-01,2020,September,68047.03,-20351.33,126174,53.9311%
7,Counter-Strike: Global Offensive,53623137,1029871,306910,2620,114511,74580,1432,52.07,2016-07-01,2020,September,606850.32,-33107.34,977769,62.0648%
9,Dota 2,38107678,551165,269456,1402,26860,53000,766,69.14,2016-07-01,2020,September,408609.78,-21107.34,670547,60.9368%
11,Fall Guys: Ultimate Knockout,36054453,1048174,617661,4498,223720,50145,1457,34.4,2016-07-01,2020,September,66899.48,-57579.87,150587,44.4258%
14,Dead by Daylight,21492539,1026560,87686,2682,85128,29892,1427,20.94,2016-07-01,2020,September,39898.35,-249.94,76258,52.3202%
18,NBA 2K21,14528308,893838,112997,6873,68466,20206,1243,16.25,2016-07-01,2020,September,11257.69,-915.2333333333332,20670,54.4639%
19,Rocket League,14067732,705274,136304,3520,151620,19565,980,19.95,2016-07-01,2020,September,53108.19,11906.21,146902,36.1521%
22,Path of Exile,12514422,254794,141391,3697,12906,17405,354,49.12,2016-07-01,2020,September,32050.11,13220.61,121595,26.3581%
24,PLAYERUNKNOWN'S BATTLEGROUNDS,11467501,640763,70332,1419,45178,15949,891,17.9,2016-07-01,2020,September,169093.71,-23398.9,403693,41.8867%
25,Tom Clancy's Rainbow Six Siege,11083172,1222013,48552,3522,137597,15414,1699,9.07,2016-07-01,2020,September,75543.34,7338.09,163478,46.2101%
26,DayZ,9251411,231718,69758,624,16937,12867,322,39.93,2016-07-01,2020,September,19895.67,5916.66,36728,54.1703%
27,Crusader Kings III,7873053,102886,64778,803,8814,10950,143,76.52,2016-07-01,2020,September,48312.51,-11865.8,98474,49.0612%
33,Destiny 2,6306724,631399,30941,1848,46274,8771,878,9.99,2016-07-01,2020,September,53312.41,-10951.33,97247,54.8217%
39,Hades,5516251,93292,57365,512,13036,7672,129,59.13,2016-07-01,2020,September,11325.52,10058.01,37586,30.1323%
42,Black Desert Online,5300431,176117,31153,510,9305,7371,244,30.1,2016-07-01,2020,September,16738.5,2236.97,22953,72.9251%
52,SMITE,4062484,199425,22614,538,16135,5650,277,20.37,2016-07-01,2020,September,13761.73,-1185.37,23567,58.3941%
54,Sea of Thieves,3854043,308828,35432,1046,29793,5360,429,12.48,2016-07-01,2020,September,9681.4,-2677.45,26959,35.9116%
57,Rust,3296832,156037,32378,606,13205,4585,217,21.13,2016-07-01,2020,September,46430.53,-6857.11,76611,60.6056%
59,World of Warships,3258798,77105,21742,202,4347,4532,107,42.26,2016-07-01,2020,September,8248.75,-1124.47,15958,51.6904%
62,FINAL FANTASY XIV Online,2985005,301407,30134,1032,18829,4151,419,9.9,2016-07-01,2020,September,18950.52,-1547.33,30188,62.775%
63,MapleStory,2962510,71324,28950,199,4810,4120,99,41.54,2016-07-01,2020,September,2176.18,-301.62,3103,70.1315%
64,VRChat,2783769,83315,81185,272,7826,3871,115,33.41,2016-07-01,2020,September,10372.42,-1069.6,16508,62.8327%
66,The Elder Scrolls Online,2609523,101938,59777,266,6986,3629,141,25.6,2016-07-01,2020,September,18863.6,-4505.8,31588,59.7176%
67,Conan Exiles,2487759,76024,29987,339,4881,3460,105,32.72,2016-07-01,2020,September,13647.11,6663.1,33819,40.3534%
69,Warframe,2383092,168983,129996,429,13228,3314,235,14.1,2016-07-01,2020,September,56330.88,-3298.15,90316,62.3709%
71,The Witcher 3: Wild Hunt,2273988,87979,25865,262,9143,3162,122,25.85,2016-07-01,2020,September,18310.61,1982.99,38742,47.2629%
75,Brawlhalla,1997763,94116,37112,272,17792,2778,130,21.23,2016-07-01,2020,September,16954.65,-58.87,33740,50.2509%
77,Medieval Dynasty,1826035,33530,33742,244,3411,2539,46,54.46,2016-07-01,2020,September,10156.13,-2508.61,18611,54.5706%
83,Monster Hunter: World,1698550,161071,11708,368,15169,2362,224,10.55,2016-07-01,2020,September,28377.83,-5407.79,62376,45.4948%
84,Street Fighter V,1655823,59773,21318,201,7645,2302,83,27.7,2016-07-01,2020,September,2047.16,-208.24,3201,63.9538%
89,Age of Empires II: Definitive Edition,1564335,27597,16058,97,2782,2175,38,56.68,2016-07-01,2020,September,12777.48,-661.95,20690,61.7568%
95,7 Days to Die,1468032,118790,9943,293,8873,2041,165,12.36,2016-07-01,2020,September,21014.22,286.22,33803,62.1667%
98,ARK: Survival Evolved,1422325,201038,5353,482,13425,1978,279,7.07,2016-07-01,2020,September,45240.48,-2530.12,73081,61.9046%
100,Left 4 Dead 2,1407674,76048,56487,801,19438,1957,105,18.51,2016-07-01,2020,September,21013.86,8384.79,100965,20.813%
101,The Elder Scrolls V: Skyrim,1403073,109242,30386,255,10928,1951,151,12.84,2016-08-01,2020,September,6195.27,-660.64,10280,60.2653%
117,Hollow Knight,1134590,57077,37304,154,6915,1578,79,19.88,2016-08-01,2020,September,3608.36,-1421.01,6134,58.8256%
120,Horizon Zero Dawn,1065842,73088,28207,228,7423,1482,101,14.58,2016-08-01,2020,September,5072.49,-10969.55,11854,42.7914%
125,Albion Online,1002035,55621,3943,123,3121,1393,77,18.02,2016-08-01,2020,September,8847.63,1703.53,13118,67.4465%
127,Wasteland 3,986946,44986,48925,234,3900,1372,62,21.94,2016-08-01,2020,September,5860.91,-1575.4566666666667,16839,34.8056%
128,Hunt: Showdown,966795,91776,6141,271,6606,1344,127,10.53,2016-08-01,2020,September,5153.44,-458.75,10451,49.3105%
130,Football Manager 2020,929656,34294,13942,131,3313,1292,47,27.11,2016-08-01,2020,September,56234.04,-4018.58,87558,64.2249%
134,Risk of Rain 2,897709,72672,20189,270,11907,1248,101,12.35,2016-08-01,2020,September,12877.78,-12372.17,24530,52.4981%
135,SCUM,852882,30692,16864,100,1962,1186,42,27.79,2016-08-01,2020,September,3877.97,262.2,7260,53.4156%
136,The Long Dark,823865,14731,6373,45,1601,1145,20,55.93,2016-08-01,2020,September,1344.77,-197.51,2202,61.0704%
137,Squad,818174,29715,29341,175,3711,1137,41,27.53,2016-08-01,2020,September,4925.72,1115.79,14953,32.9413%
138,Borderlands 3,806026,88308,22285,514,9900,1121,122,9.13,2016-08-01,2020,September,8705.12,-168.38,18328,47.4963%
140,Knight Online,792293,10666,7138,45,624,1101,14,74.28,2016-08-01,2020,September,1617.56,-75.97,2413,67.0352%
143,Call of Duty: Black Ops III,776324,125628,23893,356,18386,1079,174,6.18,2016-08-01,2020,September,2823.1,66.53,5033,56.0918%
146,PGA TOUR 2K21,764256,43806,19964,274,5633,1062,60,17.45,2016-08-01,2020,September,1438.12,-1580.29,4026,35.7208%
148,Conqueror's Blade,760945,27194,28070,87,1673,1058,37,27.98,2016-08-01,2020,September,3254.66,-656.28,9606,33.8815%
150,Yu-Gi-Oh! Duel Links,755439,21203,7483,91,2123,1050,29,35.63,2016-08-01,2020,September,7562.92,-92.79,17068,44.3105%
152,Sid Meier's Civilization VI,747032,23997,13978,113,3093,1038,33,31.13,2016-08-01,2020,September,31139.08,-2571.89,54546,57.0877%
153,NBA 2K20,742755,133054,11841,1079,18054,1033,185,5.58,2016-08-01,2020,September,19945.63,-3401.9,44087,45.2415%
155,Don't Starve Together,734241,34646,13443,109,4228,1021,48,21.19,2016-08-01,2020,September,11337.39,-2620.51,22870,49.5732%
156,Craftopia,728696,41239,29912,416,6014,1013,57,17.67,2016-08-01,2020,September,7872.57,-2370.4866666666667,26449,29.7651%
157,RimWorld,727499,32214,5498,96,2512,1011,44,22.58,2016-08-01,2020,September,15326.43,-1202.84,22093,69.3723%
160,Paladins,718439,84197,9897,205,10562,999,117,8.53,2016-08-01,2020,September,8414.26,-1810.97,14374,58.5381%
161,Factorio,709958,36501,21347,111,2784,987,50,19.45,2016-08-01,2020,September,16465.7,690.36,28351,58.078%
163,Euro Truck Simulator 2,702710,85959,9812,372,9248,977,119,8.17,2016-08-01,2020,September,15842.5,-1405.61,31409,50.4394%
165,Fallout 76,686494,66485,23171,189,4944,954,92,10.33,2016-08-01,2020,September,5168.97,-1895.32,8788,58.8185%
166,Mortal Kombat 11,678040,43234,25061,117,5226,943,60,15.68,2016-08-01,2020,September,1434.96,-323.04,3067,46.7871%
172,Farming Simulator 19,636329,74393,8825,263,5693,885,103,8.55,2016-08-01,2020,September,14503.59,-62.06,30938,46.8795%
176,Terraria,628590,70217,13389,189,9135,874,97,8.95,2016-08-01,2020,September,21643.36,-7004.22,33696,64.2312%
185,Miscreated,587617,4063,44700,26,501,817,5,144.63,2016-08-01,2020,September,424.78,94.47,792,53.6338%
187,Five Nights at Freddy's,579190,9694,108389,45,3651,805,13,59.75,2016-08-01,2020,September,67.62,-17.27,140,48.3%
192,No Man's Sky,537731,56022,8170,342,7538,747,77,9.6,2016-08-01,2020,September,8526.01,1619.51,34739,24.543%
193,Gears 5,537129,72496,24034,246,7065,747,100,7.41,2016-08-01,2020,September,291.43,-57.2,521,55.9367%
194,Grounded,537118,35463,25342,169,6648,747,49,15.15,2016-08-01,2020,September,1744.58,-3677.55,3908,44.6412%
200,They Are Billions,528998,7088,13128,24,547,735,9,74.63,2016-08-01,2020,September,2546.32,-51.16,4417,57.6482%
7,Counter-Strike: Global Offensive,58560804,1138329,434419,2976,124370,78816,1532,51.44,2016-08-01,2020,October,613666.69,6816.37,943876,65.0156%
8,Grand Theft Auto V,55833045,1225664,202629,3627,98469,75145,1649,45.55,2016-08-01,2020,October,67193.03,-854.0,128578,52.2586%
10,Phasmophobia,48599126,1876224,256449,8886,223859,65409,2525,25.9,2016-08-01,2020,October,44993.03,-11497.5,112241,40.0861%
12,Dota 2,33523506,599493,155576,1573,28700,45119,806,55.92,2016-08-01,2020,October,406361.36,-2248.43,723280,56.1831%
17,Rocket League,22032826,1210744,243644,3196,263835,29653,1629,18.2,2016-08-01,2020,October,72355.61,19247.43,140667,51.4375%
20,Dead by Daylight,18857061,941861,96000,3105,83571,25379,1267,20.02,2016-08-01,2020,October,33472.92,-6425.43,77347,43.2763%
25,Fall Guys: Ultimate Knockout,11948580,458866,241811,2953,108676,16081,617,26.04,2016-08-01,2020,October,26438.47,-40461.01,83964,31.4879%
26,Path of Exile,11720630,248166,50399,617,10170,15774,334,47.23,2016-08-01,2020,October,38437.27,6387.16,75814,50.6994%
27,PLAYERUNKNOWN'S BATTLEGROUNDS,11631269,633737,65824,1320,39663,15654,852,18.35,2016-08-01,2020,October,162585.64,-6508.07,381079,42.6645%
29,Tom Clancy's Rainbow Six Siege,10915005,1046300,55139,2528,123476,14690,1408,10.43,2016-08-01,2020,October,62956.21,-12587.13,114281,55.089%
31,NBA 2K21,8548457,572279,91190,1798,48295,11505,770,14.94,2016-08-01,2020,October,6758.98,-4498.71,12077,55.9657%
34,Destiny 2,6380496,641070,31956,1782,47421,8587,862,9.95,2016-08-01,2020,October,50809.4,-2503.01,93741,54.2019%
36,Baldur's Gate 3,5952175,127224,188863,1489,13857,8011,171,46.79,2016-08-01,2020,October,16792.37,-7060.885,48418,34.6821%
40,Hades,5071822,158810,43308,406,19661,6826,213,31.94,2016-08-01,2020,October,19587.12,8261.59,32431,60.3963%
46,Monster Hunter: World,4293586,249123,41531,1265,20536,5778,335,17.23,2016-08-01,2020,October,47069.19,18691.37,121990,38.5845%
47,Black Desert Online,4132235,150399,68099,348,7367,5561,202,27.48,2016-08-01,2020,October,14747.58,-1990.91,19307,76.3846%
48,SMITE,4025077,193068,24937,532,15667,5417,259,20.85,2016-08-01,2020,October,12330.07,-1431.66,22012,56.0152%
52,VRChat,3862852,83931,73152,287,8686,5198,112,46.02,2016-08-01,2020,October,10093.03,-279.4,17812,56.6642%
54,Brawlhalla,3712174,93240,90910,286,17484,4996,125,39.81,2016-08-01,2020,October,16926.73,-27.92,28295,59.8223%
59,Raft,3421194,102766,84743,434,15178,4604,138,33.29,2016-08-01,2020,October,12168.4,9713.15,41946,29.0097%
61,DayZ,3320353,187031,11828,463,12883,4468,251,17.75,2016-08-01,2020,October,18453.68,-1441.99,30755,60.0022%
63,World of Warships,3226354,79571,23881,224,4485,4342,107,40.55,2016-08-01,2020,October,7725.14,-523.6,15604,49.5074%
64,Rust,3181307,164491,13051,574,13628,4281,221,19.34,2016-08-01,2020,October,48550.8,2120.27,80422,60.37%
66,Sea of Thieves,2762466,244117,28813,832,24640,3717,328,11.32,2016-08-01,2020,October,6266.54,-3414.86,13235,47.3482%
75,Street Fighter V,2290912,47536,46923,136,4546,3083,63,48.19,2016-08-01,2020,October,1941.69,-105.46,3048,63.7037%
77,FINAL FANTASY XIV Online,2244372,262800,31580,910,16312,3020,353,8.54,2016-08-01,2020,October,15069.57,-3880.95,26240,57.4298%
80,MapleStory,2066500,62967,16716,170,3943,2781,84,32.82,2016-08-01,2020,October,1684.65,-491.52,2749,61.2823%
83,The Elder Scrolls Online,2000336,101350,20405,253,6569,2692,136,19.74,2016-08-01,2020,October,19102.69,239.09,32601,58.5954%
93,Squad,1500214,62291,40378,189,6289,2019,83,24.08,2016-08-01,2020,October,7690.21,2764.49,14790,51.996%
94,Noita,1474316,20329,37859,88,3011,1984,27,72.52,2016-08-01,2020,October,2043.64,1387.51,5183,39.4297%
97,ARK: Survival Evolved,1443131,190678,5816,548,15150,1942,256,7.57,2016-08-01,2020,October,41760.0,-3480.49,71828,58.1389%
99,Call of Duty: Black Ops III,1414716,164697,64809,476,23223,1904,221,8.59,2016-09-01,2020,October,3415.09,591.99,6288,54.3112%
102,DOOM Eternal,1355308,97386,30435,642,14632,1824,131,13.92,2016-09-01,2020,October,2583.85,902.44,10078,25.6385%
105,SCP: Secret Laboratory,1334406,14942,117217,75,3116,1795,20,89.31,2016-09-01,2020,October,3934.47,-171.53,7238,54.3585%
106,Warframe,1326209,120826,61550,356,9504,1784,162,10.98,2016-09-01,2020,October,41298.79,-15032.09,69891,59.0903%
108,Conan Exiles,1293693,52750,24069,155,3154,1741,70,24.52,2016-09-01,2020,October,11281.33,-2365.78,23039,48.9662%
109,Alien: Isolation,1291612,62274,17264,408,11440,1738,83,20.74,2016-09-01,2020,October,503.76,174.51,1495,33.6963%
115,7 Days to Die,1149096,107937,11121,353,8738,1546,145,10.65,2016-09-01,2020,October,17916.32,-3097.9,33560,53.3859%
116,Don't Starve Together,1143785,44918,10896,186,6561,1539,60,25.46,2016-09-01,2020,October,14124.37,2786.97,39782,35.5044%
118,The Witcher 3: Wild Hunt,1134225,80839,20107,220,8626,1526,108,14.03,2016-09-01,2020,October,13916.9,-4393.7,27402,50.7879%
120,Mafia: Definitive Edition,1086551,61766,14861,362,8863,1462,83,17.59,2016-09-01,2020,October,3239.81,-1201.555,13589,23.8414%
121,Left 4 Dead 2,1081986,77128,17264,346,18675,1456,103,14.03,2016-09-01,2020,October,21455.05,441.19,47697,44.982%
124,Resident Evil 2,1002340,60868,16454,283,8731,1349,81,16.47,2016-09-01,2020,October,880.54,-20.8,2150,40.9553%
127,Knight Online,991523,14266,7912,61,743,1334,19,69.5,2016-09-01,2020,October,1639.44,21.88,2606,62.9102%
138,Crusader Kings III,902347,31995,31883,135,2995,1214,43,28.2,2016-09-01,2020,October,20782.2,-27530.31,46009,45.1699%
139,Hunt: Showdown,897385,89660,5771,328,7170,1207,120,10.01,2016-09-01,2020,October,5213.72,60.28,15063,34.6128%
140,Yu-Gi-Oh! Duel Links,889811,22122,7843,58,2333,1197,29,40.22,2016-09-01,2020,October,8885.35,1322.42,12947,68.6286%
141,The Forest,884412,57441,14154,329,10311,1190,77,15.4,2016-09-01,2020,October,4543.26,297.28,20294,22.3872%
145,They Are Billions,837259,9170,13488,29,675,1126,12,91.3,2016-09-01,2020,October,2709.22,162.9,4647,58.3004%
147,Hearts of Iron IV,834774,16141,22861,79,1719,1123,21,51.72,2016-09-01,2020,October,21220.76,3242.82,37173,57.0865%
148,Albion Online,833799,52683,4366,116,2785,1122,70,15.83,2016-09-01,2020,October,8221.55,-626.07,12436,66.1109%
150,RuneScape,827309,53500,20562,139,4137,1113,72,15.46,2016-09-01,2020,October,8583.03,-1485.7800000000002,12508,68.6203%
151,Mortal Kombat 11,824285,52152,21905,160,6551,1109,70,15.81,2016-09-01,2020,October,1661.09,226.13,3175,52.3178%
153,The Long Dark,819071,18424,9789,74,2002,1102,24,44.46,2016-09-01,2020,October,1484.84,140.07,3361,44.1785%
158,Paladins,771899,84615,5698,255,10063,1038,113,9.12,2016-09-01,2020,October,8012.12,-402.14,16679,48.0372%
159,Farming Simulator 19,767288,87543,10739,291,6660,1032,117,8.76,2016-09-01,2020,October,16588.01,2084.41,35323,46.9609%
163,The Elder Scrolls V: Skyrim,744576,104009,8794,246,10574,1002,139,7.16,2016-09-01,2020,October,5936.55,-258.72,10084,58.871%
166,Friday the 13th: The Game,731353,34519,110616,218,6573,984,46,21.19,2016-09-01,2020,October,334.3,2.16,783,42.6948%
168,RimWorld,717554,32298,9066,83,2359,965,43,22.22,2016-09-01,2020,October,13851.02,-1475.41,19572,70.7696%
170,Outlast,709692,47094,12207,580,14041,955,63,15.07,2016-09-01,2020,October,256.25,83.69,2049,12.5061%
173,Euro Truck Simulator 2,696710,102814,6382,371,10774,937,138,6.78,2016-09-01,2020,October,19126.06,3283.56,42180,45.3439%
175,Medieval Dynasty,687227,28996,20248,162,2619,924,39,23.7,2016-09-01,2020,October,4847.34,-5308.79,13903,34.8654%
177,Dying Light,651448,39571,106181,180,6216,876,53,16.46,2016-09-01,2020,October,6206.29,1609.81,16436,37.7603%
178,Gears 5,635620,65160,8085,233,6690,855,87,9.75,2016-09-01,2020,October,252.93,-38.5,412,61.3908%
181,Call of Duty: Black Ops II,623668,23071,59194,90,6832,839,31,27.03,2016-09-01,2020,October,189.66,-10.46,329,57.6474%
185,Factorio,597892,29036,11945,94,2291,804,39,20.59,2016-09-01,2020,October,13746.76,-2718.95,23613,58.2169%
187,Conqueror's Blade,584995,28835,26683,97,1640,787,38,20.29,2016-09-01,2020,October,3761.53,506.86,10364,36.2942%
193,Hollow Knight,566788,52852,21166,145,6574,762,71,10.72,2016-09-01,2020,October,3100.24,-508.11,6077,51.016%
195,Subnautica,546799,48806,7467,139,6421,735,65,11.2,2016-09-01,2020,October,2224.1,-185.22,4427,50.2394%
197,For Honor,533283,41270,10087,134,5377,717,55,12.92,2016-09-01,2020,October,2866.85,-676.27,4767,60.1395%
199,Arma 3,530432,55798,14352,326,4762,713,75,9.51,2016-09-01,2020,October,13527.22,823.09,27524,49.147%
200,Slay the Spire,528444,14904,20710,47,2367,711,20,35.46,2016-09-01,2020,October,5708.81,204.06,10695,53.3783%
6,Counter-Strike: Global Offensive,60714096,1297659,551755,3544,139791,84442,1804,46.79,2016-09-01,2020,November,668754.58,55087.89,1037464,64.4605%
8,Grand Theft Auto V,51712871,1359793,201218,4209,116010,71923,1891,38.03,2016-09-01,2020,November,76718.34,9525.31,157355,48.7549%
12,Apex Legends,43586635,2934376,266326,9790,241200,60621,4081,14.85,2016-09-01,2020,November,74957.26,-10487.5,117193,63.9605%
14,Dota 2,40955503,626431,222257,1585,30556,56961,871,65.38,2016-09-01,2020,November,425904.83,19543.48,711824,59.8329%
19,Dead by Daylight,19286691,995939,94557,3242,84563,26824,1385,19.37,2016-09-01,2020,November,36283.14,2810.21,75075,48.3292%
20,Rocket League,19132066,1160498,147604,3245,248683,26609,1614,16.49,2016-09-01,2020,November,67550.39,-4805.22,128577,52.5369%
21,Destiny 2,18006507,1388181,402791,20975,78270,25043,1930,12.97,2016-09-01,2020,November,99899.97,49090.57,241843,41.3078%
25,Phasmophobia,13703352,1122042,132592,8907,163492,19058,1560,12.21,2016-09-01,2020,November,36602.96,-8390.08,99089,36.9395%
26,PLAYERUNKNOWN'S BATTLEGROUNDS,13700206,637623,74944,1363,41370,19054,886,21.49,2016-09-01,2020,November,179520.26,16934.62,438919,40.9005%
29,Tom Clancy's Rainbow Six Siege,11429341,850246,82802,2217,103334,15896,1182,13.44,2016-09-01,2020,November,55307.46,-7648.75,94968,58.238%
30,NBA 2K21,10749389,516639,79724,1609,46969,14950,718,20.81,2016-09-01,2020,November,6033.57,-725.41,14029,43.0078%
37,Brawlhalla,6657396,98164,165626,258,18414,9259,136,67.82,2016-09-01,2020,November,18146.77,1220.04,30784,58.9487%
40,Rust,6303313,211478,50077,752,17076,8766,294,29.81,2016-09-01,2020,November,55408.03,6857.23,101365,54.6619%
45,Fall Guys: Ultimate Knockout,5273887,222244,247502,603,51787,7335,309,23.73,2016-09-01,2020,November,12792.8,-13645.66,22737,56.2642%
47,Path of Exile,4768549,136899,37191,661,6058,6632,190,34.83,2016-09-01,2020,November,17842.89,-20594.38,37936,47.0342%
48,Yakuza: Like a Dragon,4592032,93368,41207,540,4851,6386,129,49.18,2016-09-01,2020,November,5031.06,-2786.06,9508,52.914%
51,DayZ,4027702,186618,35884,506,13146,5601,259,21.58,2016-09-01,2020,November,19362.78,909.1,33979,56.9845%
52,VRChat,4023302,92517,50325,360,9832,5595,128,43.49,2016-09-01,2020,November,11845.63,1752.6,19368,61.1608%
53,SMITE,3995849,204422,24941,579,16327,5557,284,19.55,2016-09-01,2020,November,13492.88,1162.81,22689,59.4688%
54,Hades,3456391,137448,23916,419,19081,4807,191,25.15,2016-09-01,2020,November,18029.89,-1557.22,30509,59.097%
56,Sea of Thieves,3432018,290694,42929,877,29024,4773,404,11.81,2016-09-01,2020,November,10692.52,4425.98,27087,39.4747%
61,Black Desert Online,2931252,134571,15276,295,6678,4076,187,21.78,2016-09-01,2020,November,13822.52,-925.06,19142,72.2104%
68,World of Warships,2603755,72500,11263,203,4157,3621,100,35.91,2016-09-01,2020,November,7108.52,-616.63,14343,49.5609%
71,MapleStory,2499864,70638,23520,194,4250,3476,98,35.39,2016-09-01,2020,November,1791.85,107.2,3311,54.1181%
78,The Elder Scrolls Online,2148749,86462,21296,231,5922,2988,120,24.85,2016-09-01,2020,November,16956.13,-2146.56,33807,50.1557%
80,Raft,2025716,73908,37642,244,11533,2817,102,27.41,2016-09-01,2020,November,8591.71,-3576.69,22023,39.0124%
83,ARK: Survival Evolved,1980616,239794,27252,626,20083,2754,333,8.26,2016-09-01,2020,November,56425.6,14665.6,98433,57.3239%
84,Teardown,1966486,14577,53899,79,3463,2735,20,134.9,2016-10-01,2020,November,1955.85,-1218.59,6734,29.0444%
88,Street Fighter V,1833880,45469,44026,117,4290,2550,63,40.33,2016-10-01,2020,November,2119.55,177.86,3314,63.9575%
89,FINAL FANTASY XIV Online,1826227,219617,36989,765,14818,2539,305,8.32,2016-10-01,2020,November,12661.01,-2408.57,20458,61.8878%
93,Football Manager 2021,1765883,33309,24785,333,2348,2456,46,53.02,2016-10-01,2020,November,38659.84,12906.94,84149,45.9421%
94,War Thunder,1723826,89507,28053,345,7856,2397,124,19.26,2016-10-01,2020,November,28444.6,7482.61,55865,50.9167%
101,Hunt: Showdown,1523797,97493,23308,313,7871,2119,135,15.63,2016-10-01,2020,November,6242.3,1028.58,16523,37.7795%
105,Warframe,1355076,116308,46086,268,9360,1884,161,11.65,2016-10-01,2020,November,39914.02,-1384.76,68553,58.2236%
108,7 Days to Die,1320899,137202,10068,346,10520,1837,190,9.63,2016-10-01,2020,November,23321.81,5405.48,37599,62.0277%
109,Mortal Kombat 11,1293205,72425,24474,375,9044,1798,100,17.86,2016-10-01,2020,November,2675.26,1014.17,7025,38.082%
111,Monster Hunter: World,1230488,128856,12277,292,12875,1711,179,9.55,2016-10-01,2020,November,24913.25,-22155.95,57301,43.4779%
112,They Are Billions,1224093,9771,15967,31,757,1702,13,125.28,2016-10-01,2020,November,3362.64,653.42,6167,54.5263%
122,Farming Simulator 19,1143995,93076,21901,320,7309,1591,129,12.29,2016-10-01,2020,November,18502.49,1914.48,40136,46.0995%
123,Slay the Spire,1129617,16845,9803,50,2650,1571,23,67.06,2016-10-01,2020,November,6139.61,430.8,9696,63.3211%
127,Euro Truck Simulator 2,1081559,101940,21960,444,11261,1504,141,10.61,2016-10-01,2020,November,19963.44,837.38,44320,45.0439%
133,Don't Starve Together,1009920,52344,7894,141,7223,1404,72,19.29,2016-10-01,2020,November,15836.72,1712.35,34678,45.6679%
144,The Witcher 3: Wild Hunt,926853,86758,15692,249,9719,1289,120,10.68,2016-10-01,2020,November,17111.12,3194.22,37517,45.609%
145,The Forest,921826,92843,26888,345,14729,1282,129,9.93,2016-10-01,2020,November,8396.19,3852.94,25440,33.0039%
147,Knight Online,893744,14653,8136,61,786,1243,20,60.99,2016-10-01,2020,November,1628.19,-11.25,2720,59.8599%
149,RimWorld,884181,35940,15872,96,2691,1229,49,24.6,2016-10-01,2020,November,14769.24,918.22,20737,71.2217%
150,Stardew Valley,878089,79119,15858,217,11995,1221,110,11.1,2016-10-01,2020,November,13803.92,1743.87,22453,61.4792%
152,Noita,858867,20665,19222,59,2681,1194,28,41.56,2016-10-01,2020,November,2405.41,361.77,3705,64.9233%
154,The Elder Scrolls V: Skyrim,815667,108492,21018,261,11542,1134,150,7.52,2016-10-01,2020,November,6165.86,229.31,10453,58.9865%
156,Hollow Knight,800853,139622,14176,392,17671,1113,194,5.74,2016-10-01,2020,November,3941.05,840.81,8364,47.1192%
161,Paladins,763800,90933,2493,234,11469,1062,126,8.4,2016-10-01,2020,November,9265.41,1253.28,16035,57.7824%
162,Conqueror's Blade,750741,33235,15299,117,2024,1044,46,22.59,2016-10-01,2020,November,3751.21,-10.32,10341,36.2751%
165,Golf With Your Friends,728203,14987,86370,86,5173,1012,20,48.59,2016-10-01,2020,November,859.04,226.02,2304,37.2847%
166,Albion Online,724280,46885,2748,108,2525,1007,65,15.45,2016-10-01,2020,November,7767.72,-453.84,12254,63.3893%
167,Gears 5,716227,74875,12073,325,7802,996,104,9.57,2016-10-01,2020,November,456.87,203.94,1996,22.8893%
173,Subnautica,694559,56220,9955,176,7272,966,78,12.35,2016-10-01,2020,November,2761.67,537.57,4950,55.7913%
174,Borderlands 3,683268,56902,13216,171,6740,950,79,12.01,2016-10-01,2020,November,5728.6,133.48,15189,37.7155%
175,Squad,682590,35418,27700,118,3748,949,49,19.27,2016-10-01,2020,November,5711.32,-1978.89,10307,55.4121%
177,Yu-Gi-Oh! Duel Links,674357,22301,5505,71,2248,937,31,30.24,2016-10-01,2020,November,8252.98,-632.36,11299,73.0417%
180,RuneScape,666714,49850,8816,148,3551,927,69,13.37,2016-10-01,2020,November,7133.66,-1449.38,12340,57.8092%
181,Resident Evil 2,665067,47195,8355,327,7028,924,65,14.09,2016-10-01,2020,November,1084.55,204.01,2428,44.6685%
